loan_id,client_id,loan_amount,interest_rate,loan_date
43878,67680,310257.1,4.26,2024-12-01
43879,67666,4606.33,8.01,2024-09-19
43880,21186,187107.73,8.47,2023-09-30
43881,74796,480949.66,5.53,2023-01-11
43882,51242,34264.46,7.62,2025-01-14
43883,72220,209064.87,6.5,2020-11-03
43884,98788,196372.98,5.11,2021-12-29
43885,57156,243934.71,9.94,2024-12-06
43886,80355,351018.09,9.16,2021-08-22
43887,83447,51362.92,2.56,2022-04-29
43888,68353,292759.34,3.12,2023-08-07
43889,67688,17097.43,6.6,2020-08-20
43890,33212,466533.63,2.71,2025-02-13
43891,46209,327547.61,5.56,2022-09-19
43892,62764,234152.99,5.14,2023-09-02
43893,34113,31059.87,4.25,2021-03-27
43894,40929,393400.45,2.77,2024-12-05
43895,99712,399647.14,2.82,2024-09-05
43896,81381,495885.33,9.29,2021-08-19
43897,52913,17011.32,6.99,2025-03-08
43898,40973,450069.72,2.85,2020-12-30
43899,90450,128354.72,2.73,2020-04-20
43900,85486,185764.69,3.16,2021-03-11
43901,18661,269157.45,3.36,2024-06-01
43902,95745,40571.1,2.84,2024-05-09
43903,56009,154940.88,2.35,2022-12-02
43904,8136,32534.0,2.22,2024-02-19
43905,73353,371052.6,5.02,2020-05-03
43906,48049,268108.36,2.88,2023-02-13
43907,90980,94948.96,9.34,2023-04-12
43908,42810,282623.15,8.8,2024-01-18
43909,7724,91995.3,7.16,2024-01-03
43910,61262,131306.3,9.53,2020-12-29
43911,90225,236226.04,3.63,2022-11-14
43912,13950,119772.24,5.9,2023-06-19
43913,83570,433692.41,4.57,2023-05-28
43914,19965,42473.26,8.73,2022-11-23
43915,59225,476173.18,5.83,2024-05-17
43916,11303,421859.06,5.65,2022-05-12
43917,70790,206129.29,8.19,2020-04-19
43918,28877,492462.75,4.04,2024-01-17
43919,19496,89834.28,2.56,2023-07-13
43920,73649,369600.4,2.45,2023-01-14
43921,44113,431532.3,8.33,2025-02-09
43922,42207,396720.39,8.95,2020-05-28
43923,86349,318436.22,5.35,2025-02-08
43924,2417,43962.87,2.15,2020-09-25
43925,73621,412736.52,6.69,2023-09-12
43926,66496,374236.67,6.44,2021-10-15
43927,54465,344062.91,7.74,2023-10-01
43928,89750,82944.42,7.61,2022-03-20
43929,75470,458499.44,8.73,2021-11-27
43930,3776,75212.58,5.95,2020-05-07
43931,63682,438415.92,4.57,2021-06-10
43932,50239,194157.75,5.57,2020-06-24
43933,91162,26952.41,5.94,2022-04-25
43934,60671,83323.34,2.99,2023-03-18
43935,10319,276374.15,9.11,2022-08-25
43936,41949,400370.03,8.19,2021-05-23
43937,96164,167653.18,9.26,2022-01-16
43938,5796,131059.34,7.27,2024-06-14
43939,51609,347431.89,7.13,2024-04-27
43940,76230,79372.27,6.85,2020-12-25
43941,39379,255137.08,8.72,2023-05-27
43942,83703,174590.69,6.88,2020-08-17
43943,32341,54628.83,7.06,2024-03-13
43944,92008,185122.07,5.6,2023-12-18
43945,41509,469737.59,4.19,2021-11-18
43946,45460,215471.48,9.63,2021-11-09
43947,62359,326335.97,4.98,2022-10-11
43948,84708,424771.77,7.16,2020-08-12
43949,90008,289032.43,7.3,2022-04-28
43950,22528,490771.75,5.84,2023-05-31
43951,13992,423543.37,9.24,2020-11-28
43952,13773,380142.43,3.04,2024-09-14
43953,38270,416185.3,3.06,2023-12-24
43954,76101,127512.18,3.61,2022-07-04
43955,572,439557.68,3.93,2024-08-23
43956,6760,300639.84,6.6,2023-05-04
43957,94464,191987.65,6.21,2024-07-27
43958,84485,277467.8,8.03,2020-07-04
43959,34248,101522.98,8.79,2021-09-09
43960,95470,180684.55,8.11,2023-03-05
43961,31849,152523.24,6.21,2022-11-25
43962,43319,337121.32,9.17,2023-11-15
43963,27500,92673.18,4.34,2021-02-06
43964,64886,306291.49,4.32,2023-03-16
43965,50467,432882.61,6.66,2021-07-14
43966,32669,104388.02,4.25,2023-04-14
43967,88362,276132.31,9.01,2023-02-15
43968,34809,398368.09,4.54,2021-05-06
43969,30870,382358.56,9.75,2022-04-17
43970,77371,399186.15,2.26,2025-03-08
43971,77515,142540.53,4.8,2024-10-30
43972,24021,268451.48,7.39,2024-07-09
43973,77020,253956.91,5.98,2021-04-28
43974,91469,279213.03,4.41,2020-07-14
43975,66433,201110.69,5.67,2024-03-30
43976,611,189273.25,9.4,2025-01-05
43977,48888,287721.62,8.24,2022-08-02
43978,42857,346176.32,5.45,2025-01-21
43979,20721,385376.81,7.48,2024-01-21
43980,98478,330554.87,3.71,2020-10-13
43981,2825,207993.06,9.06,2020-05-18
43982,88905,373065.02,7.37,2024-01-10
43983,56571,105104.17,5.52,2024-02-21
43984,20194,470936.25,4.82,2020-05-11
43985,77252,305526.83,5.52,2025-03-17
43986,47904,467081.5,5.77,2020-08-11
43987,50684,205323.69,9.94,2021-01-27
43988,68192,65485.44,6.85,2020-11-04
43989,22255,9814.75,3.69,2021-04-11
43990,203,69293.39,4.33,2020-09-13
43991,32224,362427.07,5.39,2021-12-24
43992,40634,336629.04,6.75,2020-12-25
43993,50917,132319.45,5.97,2021-08-12
43994,84168,390604.92,8.11,2024-10-23
43995,67345,109579.29,7.62,2023-09-22
43996,59377,161788.56,6.63,2023-03-13
43997,76798,48810.88,9.45,2024-10-15
43998,38465,230785.02,6.6,2024-06-10
43999,34558,253765.03,3.43,2024-06-20
44000,27351,297428.52,6.2,2021-08-12
44001,39282,479999.04,7.08,2024-10-06
44002,82850,356968.13,6.63,2023-08-14
44003,83870,270826.27,9.33,2024-02-21
44004,71634,434357.34,3.89,2021-12-05
44005,20326,254113.96,9.63,2024-01-02
44006,64346,295922.12,9.76,2025-03-08
44007,9771,413147.03,9.29,2021-12-07
44008,16145,344170.71,2.43,2023-01-02
44009,59638,94493.93,7.58,2023-11-27
44010,45509,475248.62,9.74,2020-08-07
44011,36280,233638.93,8.65,2021-12-03
44012,72423,59333.33,6.87,2021-05-31
44013,40358,164746.75,6.59,2024-09-14
44014,9778,5797.35,3.78,2020-06-16
44015,30088,56070.36,3.09,2023-01-07
44016,49975,364637.16,5.81,2021-08-13
44017,85862,247558.21,2.92,2020-04-15
44018,80220,62869.83,4.31,2021-11-20
44019,57352,308947.81,6.51,2024-11-06
44020,74959,51081.46,4.39,2023-07-07
44021,54140,378488.18,9.02,2024-12-22
44022,89617,377402.19,4.1,2024-09-14
44023,89784,391194.37,2.95,2024-03-08
44024,43349,100810.89,9.74,2023-05-25
44025,70803,284918.53,2.64,2021-03-28
44026,98518,46236.35,5.05,2023-04-06
44027,65284,141897.46,5.56,2022-11-21
44028,71441,186909.3,7.33,2021-03-20
44029,88222,134067.91,2.31,2025-01-20
44030,25399,443189.86,2.52,2023-10-11
44031,5019,303244.24,4.38,2021-02-24
44032,83442,493573.71,8.07,2023-09-09
44033,7576,434620.08,2.0,2023-08-30
44034,18224,416696.34,4.13,2022-07-17
44035,91459,161079.96,2.94,2021-02-06
44036,6019,159504.21,6.84,2021-06-14
44037,69601,69117.02,8.19,2020-05-03
44038,8029,243615.17,5.96,2022-11-16
44039,24812,267735.54,6.99,2024-10-02
44040,95384,62456.65,9.59,2023-03-21
44041,45048,222844.26,8.37,2024-02-28
44042,86831,75796.67,6.07,2024-05-24
44043,14170,472822.89,3.42,2022-04-21
44044,76776,114444.0,3.41,2022-01-12
44045,87013,121508.66,8.86,2024-05-17
44046,5888,371674.18,9.95,2023-09-26
44047,40376,288235.82,2.38,2020-07-16
44048,18690,100048.89,3.17,2023-05-19
44049,78407,125468.92,4.81,2023-03-01
44050,174,366962.23,5.36,2020-05-16
44051,91215,143702.01,6.94,2024-11-10
44052,79881,64624.05,5.53,2021-11-09
44053,88286,480942.06,7.17,2025-01-14
44054,28231,471327.43,4.13,2023-12-04
44055,48763,156801.25,2.69,2023-03-04
44056,42026,393677.62,3.05,2023-10-19
44057,83305,222465.48,3.77,2023-11-12
44058,90820,312967.23,4.89,2020-08-30
44059,50292,173539.89,7.01,2022-06-28
44060,3934,115956.4,4.97,2021-05-17
44061,52976,409814.01,4.9,2020-09-04
44062,35635,283289.89,2.43,2021-06-04
44063,85599,7095.72,4.13,2024-07-23
44064,15042,51873.99,8.93,2023-05-25
44065,22901,6115.61,8.63,2024-08-09
44066,15407,491301.53,6.54,2024-02-10
44067,85954,156700.21,3.83,2023-08-17
44068,6942,256001.05,4.25,2022-01-11
44069,33621,132833.43,9.26,2024-10-29
44070,19996,140563.28,2.08,2024-09-27
44071,40202,314321.03,7.01,2024-05-22
44072,38194,104828.79,8.23,2022-01-07
44073,63541,32784.94,3.54,2023-06-21
44074,17709,293269.15,5.41,2022-08-28
44075,30389,238628.77,4.27,2023-02-08
44076,83857,82869.43,5.54,2021-05-29
44077,84603,108553.0,5.2,2023-10-24
44078,86178,188002.22,6.4,2022-09-14
44079,76545,493730.05,7.14,2024-04-07
44080,81305,104157.93,8.21,2022-11-20
44081,70344,197060.42,5.99,2020-10-24
44082,63741,90702.18,2.85,2023-09-02
44083,49760,483044.22,2.09,2022-09-24
44084,23155,279150.59,9.56,2024-10-13
44085,81547,377746.98,5.71,2020-06-08
44086,77033,418788.65,9.72,2024-06-05
44087,43869,136859.01,5.04,2020-04-19
44088,88017,323036.38,8.22,2022-10-23
44089,77971,110481.91,6.12,2022-09-10
44090,48426,38198.44,2.72,2022-04-10
44091,80764,51027.77,3.0,2021-07-16
44092,32731,362483.41,3.18,2023-05-25
44093,61076,230097.1,9.72,2023-10-06
44094,74673,300636.01,5.73,2020-11-13
44095,21115,229561.6,9.09,2024-05-12
44096,74046,338610.54,8.22,2023-07-31
44097,88820,152291.48,5.84,2022-01-23
44098,15902,182454.75,4.23,2023-11-06
44099,28333,11024.69,4.88,2024-06-22
44100,94833,40686.15,7.7,2024-12-02
44101,25531,126245.31,8.94,2024-03-25
44102,81506,321857.93,2.84,2024-01-01
44103,1176,42051.61,5.56,2023-08-26
44104,68250,308492.41,3.93,2025-03-06
44105,66817,486033.89,9.19,2022-12-08
44106,16075,4359.38,6.2,2024-03-06
44107,19942,126292.67,4.99,2022-03-31
44108,18649,370270.74,6.1,2020-05-03
44109,91433,89812.96,4.62,2024-04-28
44110,95812,136584.17,6.22,2020-11-30
44111,38118,359721.32,8.45,2022-06-30
44112,39102,319696.57,4.59,2024-07-12
44113,8986,249079.04,6.5,2022-02-24
44114,27107,65169.62,8.92,2023-05-23
44115,25313,120665.3,8.28,2021-03-19
44116,78681,428506.49,7.72,2024-12-30
44117,80252,476974.67,9.99,2024-07-25
44118,59438,454979.03,7.39,2021-07-30
44119,60523,322583.36,8.34,2022-01-06
44120,12245,40835.8,9.74,2025-01-26
44121,23055,421118.27,6.54,2022-03-01
44122,89505,124217.49,7.78,2020-04-02
44123,37142,27507.75,9.85,2024-05-05
44124,23859,140770.23,6.48,2024-02-09
44125,4327,272140.81,9.63,2025-03-17
44126,83282,459219.47,9.83,2020-11-29
44127,62921,38539.51,6.59,2023-10-11
44128,60886,267366.44,9.79,2024-01-24
44129,32287,102060.61,5.81,2024-11-09
44130,50560,294767.99,4.27,2022-10-01
44131,25521,191191.76,5.71,2023-11-02
44132,31943,414967.14,4.15,2020-06-11
44133,3575,497997.69,5.41,2021-12-01
44134,112,298011.78,2.16,2024-10-08
44135,15762,202170.25,9.72,2025-02-18
44136,37890,141409.59,3.62,2024-09-22
44137,54359,324353.05,2.06,2020-12-21
44138,89329,170557.1,5.96,2023-09-06
44139,7114,17628.42,2.01,2023-06-13
44140,56906,441415.14,5.25,2020-06-26
44141,68256,322962.12,8.21,2024-10-24
44142,80461,210190.05,8.69,2020-09-20
44143,8863,126210.6,3.8,2024-03-11
44144,86616,226788.15,6.84,2022-09-23
44145,24319,324224.52,5.61,2024-11-13
44146,88875,94420.96,5.72,2024-12-19
44147,42287,2395.94,4.23,2020-07-01
44148,30784,186384.34,4.41,2023-08-29
44149,99097,390792.41,7.67,2023-01-26
44150,97154,418405.81,4.34,2024-01-23
44151,90334,4199.17,5.71,2021-04-28
44152,40394,436355.85,4.61,2025-01-01
44153,57071,259658.87,6.48,2023-01-06
44154,66,396742.34,2.69,2023-10-04
44155,42211,372196.07,5.67,2021-03-05
44156,28351,139915.32,7.82,2021-12-09
44157,94683,479321.13,6.4,2021-01-28
44158,81411,345060.24,5.74,2020-06-05
44159,78500,325726.47,8.37,2022-07-07
44160,84774,159742.97,3.89,2022-05-18
44161,5979,251818.59,2.15,2024-10-19
44162,51806,7176.24,5.7,2022-09-25
44163,56762,437387.62,2.65,2023-10-06
44164,42054,483555.58,6.97,2023-08-24
44165,62176,234464.52,3.07,2023-11-02
44166,45747,227692.43,4.1,2023-04-26
44167,21956,388244.28,5.69,2021-09-16
44168,34393,401558.91,5.46,2023-03-10
44169,98091,189903.77,3.46,2022-02-28
44170,9133,65166.04,6.53,2021-05-29
44171,40561,263017.23,7.37,2023-07-16
44172,76123,474709.87,3.63,2022-09-17
44173,57908,338099.35,5.93,2021-01-21
44174,3862,61428.6,8.9,2022-04-06
44175,72809,447246.13,8.67,2022-03-27
44176,44120,12281.75,6.9,2020-05-01
44177,24610,90628.21,6.84,2024-12-15
44178,2222,287311.41,8.96,2024-09-01
44179,35182,438746.55,6.88,2021-04-02
44180,94360,240273.6,8.59,2020-11-11
44181,47312,309938.46,6.44,2024-07-16
44182,6166,391051.95,6.09,2021-12-23
44183,97988,387214.43,8.18,2022-07-27
44184,80923,139680.64,6.61,2023-06-16
44185,33274,490654.61,4.5,2021-10-02
44186,94070,266773.29,6.7,2021-07-01
44187,42085,42841.1,2.53,2023-05-20
44188,87475,30038.74,7.81,2023-11-07
44189,83522,327434.5,6.19,2024-10-23
44190,29355,437555.21,7.27,2021-05-04
44191,28411,189551.04,6.01,2023-08-14
44192,93994,113942.29,9.67,2023-09-25
44193,3032,130542.03,4.23,2022-02-11
44194,87593,243018.52,3.17,2020-04-16
44195,46416,421076.57,6.32,2023-12-26
44196,53283,208887.05,9.33,2022-06-03
44197,80859,271516.99,2.56,2021-05-18
44198,92423,491657.43,6.79,2025-03-10
44199,22114,464187.33,2.5,2025-01-20
44200,82666,79905.84,8.31,2020-12-29
44201,78492,279960.51,9.25,2023-08-06
44202,6036,131591.35,7.38,2024-01-24
44203,57407,474063.72,5.43,2023-12-19
44204,73911,161396.18,3.11,2023-09-13
44205,59605,166734.33,7.18,2020-04-02
44206,40133,11331.94,2.66,2025-01-21
44207,31270,15922.9,4.32,2023-02-27
44208,23426,346189.18,8.59,2023-06-15
44209,44930,110634.92,4.04,2022-09-25
44210,74060,486733.83,7.49,2024-06-20
44211,92411,334833.27,5.4,2023-10-04
44212,26641,379246.74,4.73,2023-05-23
44213,51810,275414.19,7.17,2020-05-07
44214,41335,202717.51,9.51,2020-07-11
44215,95288,333690.37,6.53,2023-12-06
44216,72880,165962.83,9.35,2024-09-20
44217,39963,398952.98,6.93,2022-10-23
44218,32547,412932.79,5.53,2023-06-05
44219,15764,48628.17,2.46,2024-03-23
44220,78560,293721.03,9.67,2021-02-20
44221,46589,45429.9,9.72,2023-05-31
44222,87099,477210.18,3.96,2022-06-21
44223,74597,121568.8,6.22,2024-10-14
44224,62086,183763.32,9.71,2024-04-02
44225,41963,349288.47,2.82,2021-05-29
44226,50814,297371.57,2.65,2022-07-10
44227,92046,405099.7,4.05,2021-07-30
44228,68601,332351.43,7.07,2023-11-07
44229,10015,58512.0,6.45,2023-09-16
44230,98302,185447.27,7.56,2021-12-03
44231,32167,196994.03,9.96,2024-03-21
44232,29968,346300.39,3.98,2023-10-20
44233,168,135152.63,8.81,2023-01-18
44234,26702,21800.46,9.55,2020-10-02
44235,55574,92898.21,3.6,2022-11-28
44236,76995,245909.92,2.67,2023-04-18
44237,54283,50017.01,6.91,2025-02-12
44238,20609,217386.08,8.74,2023-09-08
44239,26341,233173.59,5.39,2022-09-04
44240,60440,76829.98,7.07,2021-04-10
44241,94543,38118.76,9.02,2021-03-08
44242,52122,472864.85,7.41,2023-10-18
44243,34324,16859.7,9.38,2022-01-12
44244,18137,276933.69,6.78,2025-03-11
44245,24340,172649.38,3.04,2023-02-18
44246,91627,204108.87,4.74,2024-06-15
44247,63941,158762.71,5.31,2023-08-26
44248,43036,331811.79,5.73,2023-03-11
44249,8006,88998.64,3.3,2024-08-12
44250,16305,150371.61,4.83,2025-01-10
44251,11067,426600.22,7.15,2023-07-21
44252,96322,16200.21,5.45,2021-05-05
44253,54774,245814.77,2.88,2023-01-03
44254,58336,111004.91,3.53,2022-09-26
44255,41941,449557.15,3.23,2020-10-16
44256,4384,154195.19,7.86,2021-10-27
44257,22003,292457.87,2.37,2023-10-28
44258,4941,102700.94,5.04,2021-04-05
44259,90107,211175.39,3.55,2024-07-21
44260,68928,136373.08,3.13,2023-11-01
44261,55343,51966.79,9.39,2023-04-16
44262,93661,252632.11,8.98,2022-10-16
44263,1060,216083.76,5.55,2022-04-27
44264,70994,220564.32,8.79,2024-09-12
44265,47486,381665.58,8.49,2022-08-03
44266,9846,413837.1,5.72,2023-01-21
44267,68102,431162.19,4.1,2024-04-03
44268,26507,201867.87,4.72,2020-12-13
44269,60153,464513.97,4.23,2020-05-27
44270,70805,28933.78,6.5,2024-02-16
44271,79222,68632.9,4.65,2022-09-27
44272,85379,363492.43,4.92,2024-06-12
44273,10183,441859.68,7.2,2024-08-10
44274,24040,44899.14,2.16,2021-04-03
44275,23415,123475.21,8.7,2023-02-19
44276,3543,494503.01,3.18,2022-02-16
44277,7769,155447.77,6.47,2022-06-03
44278,27026,84638.34,9.64,2025-01-21
44279,53871,395749.59,7.83,2021-03-10
44280,7600,468293.84,9.85,2023-06-03
44281,12261,247772.25,5.48,2024-05-23
44282,46230,87301.12,7.9,2022-02-14
44283,66685,365245.92,3.29,2020-06-14
44284,786,312203.9,3.98,2023-12-19
44285,39070,196019.47,9.94,2021-10-06
44286,75595,82350.98,7.99,2023-09-25
44287,26823,51683.34,5.77,2025-02-21
44288,38974,399284.3,3.37,2024-10-22
44289,13468,275125.7,2.53,2021-12-01
44290,19593,121505.43,3.71,2021-03-06
44291,38190,369119.08,4.47,2023-07-03
44292,92734,88754.36,9.07,2022-01-20
44293,18491,350590.92,3.22,2025-02-02
44294,97386,243992.71,9.17,2023-11-27
44295,83038,6306.42,9.3,2023-05-03
44296,61315,104328.85,4.94,2024-08-23
44297,80865,309642.01,6.38,2024-06-16
44298,67322,354722.33,4.07,2023-03-06
44299,88811,137806.05,8.75,2022-07-07
44300,56977,347990.5,3.0,2023-12-30
44301,13569,424737.84,8.63,2024-05-26
44302,38277,55551.0,7.51,2024-03-27
44303,48698,321944.95,8.77,2023-04-25
44304,90356,380638.56,3.44,2020-08-20
44305,26742,473228.96,9.41,2020-12-16
44306,66463,297726.17,8.46,2021-04-15
44307,77649,354292.15,8.44,2023-09-09
44308,47456,216296.01,2.0,2022-06-28
44309,89115,303298.84,7.92,2021-10-17
44310,77699,291069.25,7.92,2024-11-20
44311,56605,306129.45,5.77,2022-03-24
44312,6564,402303.84,2.99,2025-02-27
44313,71543,455666.22,6.72,2024-07-25
44314,70026,282997.57,7.64,2022-03-25
44315,39582,408652.92,7.92,2023-08-28
44316,57328,331269.42,6.52,2021-06-21
44317,27414,497594.14,3.01,2024-05-30
44318,86418,353976.65,2.87,2022-02-03
44319,70217,450446.92,7.54,2023-02-16
44320,16033,474055.51,7.18,2020-08-01
44321,39254,83501.33,3.26,2020-04-23
44322,42735,495752.12,3.47,2023-04-04
44323,86563,226389.54,8.16,2022-12-10
44324,26743,34142.81,8.07,2023-04-06
44325,23534,328150.56,4.33,2022-07-21
44326,51579,336468.86,5.66,2024-09-05
44327,2305,31143.13,7.03,2024-03-29
44328,97503,472311.21,2.08,2022-09-07
44329,72636,434271.44,5.27,2022-08-26
44330,22319,38534.63,3.24,2023-02-01
44331,17278,379348.01,2.2,2023-05-10
44332,69812,241114.17,6.98,2024-04-22
44333,44256,129492.14,6.26,2022-09-12
44334,24608,264214.09,7.25,2023-08-14
44335,23756,201206.44,8.5,2024-07-31
44336,53964,232960.27,6.95,2022-07-27
44337,6949,258567.03,6.4,2023-07-03
44338,26345,437777.2,2.4,2024-03-07
44339,70569,217819.44,6.12,2022-08-03
44340,72302,172998.25,2.62,2021-06-20
44341,15810,264180.5,6.74,2020-11-28
44342,82180,251884.15,5.73,2024-05-21
44343,29760,187972.45,7.82,2021-08-08
44344,53312,193695.49,4.4,2023-05-27
44345,2925,428908.28,2.35,2024-05-12
44346,53090,48472.99,8.62,2024-03-21
44347,79097,320425.59,7.37,2022-10-24
44348,25549,288236.85,5.38,2025-02-09
44349,7762,257396.75,5.83,2020-11-11
44350,39082,52716.68,6.0,2022-05-25
44351,85839,366738.44,2.87,2023-06-18
44352,9574,343871.95,4.38,2024-04-26
44353,27451,454444.43,7.02,2021-11-20
44354,66931,103110.73,5.03,2021-10-30
44355,57575,445835.54,9.38,2025-01-24
44356,41908,282065.55,3.66,2024-11-02
44357,71658,325847.79,8.58,2023-07-07
44358,51283,386438.7,9.21,2023-10-12
44359,45613,376387.29,8.42,2023-06-05
44360,74261,257231.15,6.13,2020-07-28
44361,78246,1039.22,9.56,2022-05-10
44362,52292,150888.31,9.09,2022-09-08
44363,51736,267754.3,5.73,2024-03-01
44364,2171,3192.91,5.67,2023-04-15
44365,65099,75874.91,2.09,2021-08-30
44366,48662,270420.44,9.42,2020-11-22
44367,66894,244585.29,9.96,2024-04-25
44368,77169,398084.46,9.54,2021-10-06
44369,27852,310247.35,9.97,2020-05-31
44370,58214,79146.54,7.78,2022-03-20
44371,23471,374666.74,2.1,2023-12-02
44372,39865,200539.32,9.36,2023-07-09
44373,10108,154456.41,9.49,2020-06-08
44374,83870,441830.18,5.68,2023-04-06
44375,37754,422314.67,2.66,2022-03-29
44376,29761,208414.6,5.32,2022-08-14
44377,69611,438805.81,4.08,2022-03-08
44378,28732,486541.04,4.51,2022-12-20
44379,66288,9252.66,2.06,2024-12-08
44380,9169,84342.81,5.61,2020-07-24
44381,27087,14258.0,2.44,2021-09-08
44382,57608,457024.97,6.34,2021-03-18
44383,91522,484930.69,2.1,2024-01-11
44384,23393,331260.73,3.34,2020-08-06
44385,83316,313106.71,4.14,2024-05-18
44386,41584,352996.5,7.33,2020-12-02
44387,58653,437751.12,2.66,2021-08-11
44388,45570,422382.48,4.35,2024-07-02
44389,73357,28568.29,6.12,2021-07-30
44390,85868,382565.37,6.91,2024-09-07
44391,16763,83432.82,5.73,2021-04-28
44392,47877,383243.43,6.62,2021-05-15
44393,11708,395105.47,4.34,2024-07-04
44394,47056,296245.96,3.42,2024-04-22
44395,97183,404367.13,8.45,2024-07-11
44396,7731,430674.15,5.12,2023-12-20
44397,73758,173103.82,2.88,2020-05-01
44398,32361,121045.52,3.94,2022-10-24
44399,30809,199716.95,2.29,2024-08-26
44400,75764,481080.3,5.05,2024-03-23
44401,99706,351783.98,4.05,2023-05-31
44402,56941,65065.39,9.69,2022-06-09
44403,18631,422655.19,5.93,2022-08-30
44404,68697,199251.59,8.04,2023-10-01
44405,77028,355273.07,3.34,2022-10-04
44406,48447,381580.51,5.64,2021-11-05
44407,80398,161854.53,9.65,2021-06-29
44408,96468,174476.04,5.73,2022-10-04
44409,411,217397.26,2.42,2021-05-31
44410,65765,180143.27,5.57,2022-09-05
44411,53370,465235.45,2.99,2023-11-22
44412,15970,318764.95,2.06,2023-01-29
44413,12912,317691.46,8.77,2020-12-24
44414,72723,296116.58,6.89,2024-06-19
44415,23709,465411.29,8.93,2021-11-14
44416,38904,312838.01,7.43,2023-07-01
44417,15478,52555.12,7.76,2023-05-22
44418,71395,459058.1,6.55,2021-04-12
44419,4563,170044.66,7.26,2022-09-10
44420,42666,169887.79,5.26,2025-03-02
44421,66367,359066.65,3.26,2020-11-17
44422,51055,374777.17,2.76,2024-05-23
44423,78279,438015.92,2.33,2020-09-19
44424,63902,188782.74,3.44,2021-06-02
44425,4804,133343.47,7.21,2023-03-24
44426,69762,240539.74,8.96,2023-07-11
44427,35591,367817.27,6.37,2024-07-12
44428,27635,378758.22,9.41,2020-03-27
44429,55448,213260.12,6.42,2021-03-20
44430,493,441103.4,5.62,2024-10-27
44431,33809,442831.74,7.88,2022-01-10
44432,60299,271176.82,5.9,2024-03-05
44433,3230,430767.11,2.66,2023-08-06
44434,79062,118058.09,7.57,2020-11-19
44435,80370,479464.2,9.42,2022-01-12
44436,88412,221731.48,9.79,2023-03-08
44437,80218,20120.28,8.02,2022-03-18
44438,60798,131025.07,5.23,2022-04-17
44439,19226,350774.38,4.67,2022-02-26
44440,95370,256393.42,4.34,2025-03-02
44441,17899,219917.23,5.02,2021-06-05
44442,70082,397497.02,8.63,2021-06-14
44443,81396,408438.67,8.26,2024-12-26
44444,98333,391918.35,5.47,2020-06-06
44445,51959,117384.26,2.68,2022-03-12
44446,61250,222841.42,6.11,2021-02-28
44447,32429,449880.18,5.93,2025-01-02
44448,62374,470697.06,4.88,2023-03-16
44449,99132,34013.13,8.88,2024-05-12
44450,77765,94670.12,7.4,2020-08-04
44451,78322,437734.3,9.89,2022-11-19
44452,25279,362501.23,5.66,2024-11-20
44453,96633,276780.82,7.31,2021-02-27
44454,76880,365590.1,7.92,2023-09-02
44455,11216,428274.79,4.56,2021-02-07
44456,90747,284776.11,4.76,2021-12-31
44457,32362,196715.76,8.39,2023-11-24
44458,233,383018.95,5.23,2020-05-05
44459,38766,450695.31,9.38,2024-06-19
44460,81143,467655.0,4.91,2020-06-16
44461,85991,436361.08,9.95,2023-12-24
44462,47743,301150.48,9.72,2021-07-05
44463,39561,99615.41,5.7,2025-03-07
44464,45072,32547.52,5.46,2022-06-04
44465,18471,435378.55,7.84,2024-07-11
44466,6365,339480.64,2.71,2021-08-24
44467,67261,252323.62,9.44,2020-12-04
44468,74649,6829.09,4.39,2024-10-26
44469,11937,457731.76,5.34,2021-04-20
44470,83849,314869.3,9.56,2023-12-20
44471,41663,194486.11,9.6,2022-03-17
44472,56487,372207.28,6.54,2022-04-29
44473,25899,170280.6,4.67,2024-04-11
44474,99812,476658.13,4.23,2022-11-17
44475,90990,335072.8,6.48,2022-11-17
44476,31655,145699.02,7.54,2020-10-01
44477,20366,209102.22,6.25,2024-03-20
44478,48099,195015.76,3.76,2022-05-07
44479,53402,128122.55,7.15,2021-07-04
44480,11568,91332.88,6.76,2023-06-24
44481,15709,90788.38,4.21,2021-03-02
44482,37844,293745.66,4.67,2020-09-28
44483,87498,353220.08,4.48,2020-03-27
44484,76143,337911.34,4.7,2020-07-05
44485,45464,344397.59,5.58,2022-05-12
44486,69638,401236.23,9.16,2021-10-14
44487,25578,55564.19,6.63,2020-11-17
44488,57640,1485.33,8.89,2023-05-31
44489,3655,39235.11,9.76,2024-09-28
44490,33912,54090.15,2.35,2020-11-18
44491,29320,329053.05,4.24,2020-12-29
44492,74763,264091.19,7.74,2021-11-02
44493,7579,52149.75,4.17,2024-02-11
44494,42198,378557.98,6.92,2021-07-10
44495,20094,105080.88,4.0,2020-05-06
44496,83373,367923.18,9.7,2024-09-25
44497,14488,135727.72,2.9,2025-02-16
44498,35087,435553.24,9.73,2020-05-07
44499,96028,110130.42,9.38,2025-02-24
44500,99959,476196.19,8.57,2024-08-06
44501,61109,78187.01,3.05,2023-04-29
44502,78202,237340.4,4.88,2020-07-20
44503,92124,264900.56,4.44,2021-01-11
44504,57456,301437.25,9.64,2024-12-28
44505,83789,185092.3,5.25,2022-06-06
44506,60541,414167.41,5.35,2020-09-05
44507,48118,9462.44,7.63,2024-09-25
44508,72316,285168.13,8.43,2021-05-27
44509,21502,481909.62,5.64,2024-04-04
44510,76014,251821.29,2.95,2025-02-02
44511,24390,417286.39,9.66,2024-07-20
44512,71669,65921.79,7.83,2023-08-09
